row,Cancer,Year,Sex,Age,Risk,Risk_1_X),Type
775,Melanoma of the skin,2020,Females,before age 80,3.5401,28,Diagnosis
777,Melanoma of the skin,2020,Females,before age 90,4.4937,22,Diagnosis
780,Melanoma of the skin,2020,Persons,before age 10,0.0003,n.p.,Diagnosis
782,Melanoma of the skin,2020,Persons,before age 20,0.0119,"8,419",Diagnosis
784,Melanoma of the skin,2020,Persons,before age 30,0.0889,"1,125",Diagnosis
786,Melanoma of the skin,2020,Persons,before age 40,0.2803,357,Diagnosis
788,Melanoma of the skin,2020,Persons,before age 50,0.7075,141,Diagnosis
790,Melanoma of the skin,2020,Persons,before age 60,1.436,70,Diagnosis
792,Melanoma of the skin,2020,Persons,before age 70,2.612,38,Diagnosis
794,Melanoma of the skin,2020,Persons,before age 80,4.2517,24,Diagnosis
796,Melanoma of the skin,2020,Persons,before age 90,5.6162,18,Diagnosis
799,Melanoma of the skin,2021,Males,before age 10,0.0012,n.p.,Diagnosis
801,Melanoma of the skin,2021,Males,before age 20,0.0109,n.p.,Diagnosis
803,Melanoma of the skin,2021,Males,before age 30,0.0779,"1,283",Diagnosis
805,Melanoma of the skin,2021,Males,before age 40,0.2763,362,Diagnosis
807,Melanoma of the skin,2021,Males,before age 50,0.7748,129,Diagnosis
809,Melanoma of the skin,2021,Males,before age 60,1.7278,58,Diagnosis
811,Melanoma of the skin,2021,Males,before age 70,3.3512,30,Diagnosis
813,Melanoma of the skin,2021,Males,before age 80,5.6926,18,Diagnosis
815,Melanoma of the skin,2021,Males,before age 90,7.5688,13,Diagnosis
818,Melanoma of the skin,2021,Females,before age 10,0.0,. .,Diagnosis
820,Melanoma of the skin,2021,Females,before age 20,0.0144,"6,923",Diagnosis
822,Melanoma of the skin,2021,Females,before age 30,0.1081,925,Diagnosis
824,Melanoma of the skin,2021,Females,before age 40,0.3787,264,Diagnosis
826,Melanoma of the skin,2021,Females,before age 50,0.8777,114,Diagnosis
828,Melanoma of the skin,2021,Females,before age 60,1.6001,62,Diagnosis
830,Melanoma of the skin,2021,Females,before age 70,2.6634,38,Diagnosis
832,Melanoma of the skin,2021,Females,before age 80,4.0476,25,Diagnosis
834,Melanoma of the skin,2021,Females,before age 90,5.1418,19,Diagnosis
837,Melanoma of the skin,2021,Persons,before age 10,0.0006,n.p.,Diagnosis
839,Melanoma of the skin,2021,Persons,before age 20,0.0126,"7,922",Diagnosis
841,Melanoma of the skin,2021,Persons,before age 30,0.0927,"1,079",Diagnosis
843,Melanoma of the skin,2021,Persons,before age 40,0.3274,305,Diagnosis
845,Melanoma of the skin,2021,Persons,before age 50,0.8261,121,Diagnosis
847,Melanoma of the skin,2021,Persons,before age 60,1.6634,60,Diagnosis
849,Melanoma of the skin,2021,Persons,before age 70,3.0048,33,Diagnosis
851,Melanoma of the skin,2021,Persons,before age 80,4.8776,21,Diagnosis
853,Melanoma of the skin,2021,Persons,before age 90,6.3628,16,Diagnosis
856,Melanoma of the skin,2022,Males,before age 10,0.0012,n.p.,Diagnosis
858,Melanoma of the skin,2022,Males,before age 20,0.0106,n.p.,Diagnosis
860,Melanoma of the skin,2022,Males,before age 30,0.0766,"1,306",Diagnosis
862,Melanoma of the skin,2022,Males,before age 40,0.2729,366,Diagnosis
864,Melanoma of the skin,2022,Males,before age 50,0.7773,129,Diagnosis
866,Melanoma of the skin,2022,Males,before age 60,1.7397,57,Diagnosis
868,Melanoma of the skin,2022,Males,before age 70,3.3634,30,Diagnosis
870,Melanoma of the skin,2022,Males,before age 80,5.6992,18,Diagnosis
872,Melanoma of the skin,2022,Males,before age 90,7.4976,13,Diagnosis
875,Melanoma of the skin,2022,Females,before age 10,0.0,. .,Diagnosis
877,Melanoma of the skin,2022,Females,before age 20,0.014,"7,157",Diagnosis
879,Melanoma of the skin,2022,Females,before age 30,0.1051,951,Diagnosis
881,Melanoma of the skin,2022,Females,before age 40,0.3762,266,Diagnosis
883,Melanoma of the skin,2022,Females,before age 50,0.8792,114,Diagnosis
885,Melanoma of the skin,2022,Females,before age 60,1.609,62,Diagnosis
887,Melanoma of the skin,2022,Females,before age 70,2.6825,37,Diagnosis
889,Melanoma of the skin,2022,Females,before age 80,4.0898,24,Diagnosis
891,Melanoma of the skin,2022,Females,before age 90,5.1668,19,Diagnosis
894,Melanoma of the skin,2022,Persons,before age 10,0.0006,n.p.,Diagnosis
896,Melanoma of the skin,2022,Persons,before age 20,0.0122,"8,177",Diagnosis
898,Melanoma of the skin,2022,Persons,before age 30,0.0906,"1,104",Diagnosis
900,Melanoma of the skin,2022,Persons,before age 40,0.3244,308,Diagnosis
902,Melanoma of the skin,2022,Persons,before age 50,0.8282,121,Diagnosis
904,Melanoma of the skin,2022,Persons,before age 60,1.6739,60,Diagnosis
906,Melanoma of the skin,2022,Persons,before age 70,3.0206,33,Diagnosis
908,Melanoma of the skin,2022,Persons,before age 80,4.9029,20,Diagnosis
910,Melanoma of the skin,2022,Persons,before age 90,6.3481,16,Diagnosis
913,Melanoma of the skin,2023,Males,before age 10,0.0012,n.p.,Diagnosis
915,Melanoma of the skin,2023,Males,before age 20,0.0108,n.p.,Diagnosis
917,Melanoma of the skin,2023,Males,before age 30,0.0755,"1,325",Diagnosis
919,Melanoma of the skin,2023,Males,before age 40,0.2693,371,Diagnosis
921,Melanoma of the skin,2023,Males,before age 50,0.7803,128,Diagnosis
923,Melanoma of the skin,2023,Males,before age 60,1.7566,57,Diagnosis
925,Melanoma of the skin,2023,Males,before age 70,3.4031,29,Diagnosis
927,Melanoma of the skin,2023,Males,before age 80,5.8233,17,Diagnosis
929,Melanoma of the skin,2023,Males,before age 90,7.7532,13,Diagnosis
932,Melanoma of the skin,2023,Females,before age 10,0.0,. .,Diagnosis
934,Melanoma of the skin,2023,Females,before age 20,0.014,"7,126",Diagnosis
936,Melanoma of the skin,2023,Females,before age 30,0.1024,977,Diagnosis
938,Melanoma of the skin,2023,Females,before age 40,0.3747,267,Diagnosis
940,Melanoma of the skin,2023,Females,before age 50,0.8836,113,Diagnosis
942,Melanoma of the skin,2023,Females,before age 60,1.6248,62,Diagnosis
944,Melanoma of the skin,2023,Females,before age 70,2.7182,37,Diagnosis
946,Melanoma of the skin,2023,Females,before age 80,4.18,24,Diagnosis
948,Melanoma of the skin,2023,Females,before age 90,5.3183,19,Diagnosis
951,Melanoma of the skin,2023,Persons,before age 10,0.0006,n.p.,Diagnosis
953,Melanoma of the skin,2023,Persons,before age 20,0.0124,"8,093",Diagnosis
955,Melanoma of the skin,2023,Persons,before age 30,0.0886,"1,128",Diagnosis
957,Melanoma of the skin,2023,Persons,before age 40,0.3218,311,Diagnosis
959,Melanoma of the skin,2023,Persons,before age 50,0.8317,120,Diagnosis
961,Melanoma of the skin,2023,Persons,before age 60,1.69,59,Diagnosis
963,Melanoma of the skin,2023,Persons,before age 70,3.0575,33,Diagnosis
965,Melanoma of the skin,2023,Persons,before age 80,5.0057,20,Diagnosis
967,Melanoma of the skin,2023,Persons,before age 90,6.5444,15,Diagnosis
970,Melanoma of the skin,2024,Males,before age 10,0.0012,n.p.,Diagnosis
972,Melanoma of the skin,2024,Males,before age 20,0.0105,n.p.,Diagnosis
974,Melanoma of the skin,2024,Males,before age 30,0.0738,"1,355",Diagnosis
976,Melanoma of the skin,2024,Males,before age 40,0.266,376,Diagnosis
978,Melanoma of the skin,2024,Males,before age 50,0.7839,128,Diagnosis
980,Melanoma of the skin,2024,Males,before age 60,1.7725,56,Diagnosis
982,Melanoma of the skin,2024,Males,before age 70,3.4334,29,Diagnosis
984,Melanoma of the skin,2024,Males,before age 80,5.9,17,Diagnosis
986,Melanoma of the skin,2024,Males,before age 90,7.8693,13,Diagnosis
989,Melanoma of the skin,2024,Females,before age 10,0.0,. .,Diagnosis
991,Melanoma of the skin,2024,Females,before age 20,0.0142,"7,063",Diagnosis
993,Melanoma of the skin,2024,Females,before age 30,0.1007,993,Diagnosis
995,Melanoma of the skin,2024,Females,before age 40,0.3738,268,Diagnosis
997,Melanoma of the skin,2024,Females,before age 50,0.887,113,Diagnosis
999,Melanoma of the skin,2024,Females,before age 60,1.6377,61,Diagnosis
1001,Melanoma of the skin,2024,Females,before age 70,2.7466,36,Diagnosis
1003,Melanoma of the skin,2024,Females,before age 80,4.2485,24,Diagnosis
1005,Melanoma of the skin,2024,Females,before age 90,5.4132,18,Diagnosis
1008,Melanoma of the skin,2024,Persons,before age 10,0.0006,n.p.,Diagnosis
1010,Melanoma of the skin,2024,Persons,before age 20,0.0123,"8,163",Diagnosis
1012,Melanoma of the skin,2024,Persons,before age 30,0.087,"1,150",Diagnosis
1014,Melanoma of the skin,2024,Persons,before age 40,0.3199,313,Diagnosis
1016,Melanoma of the skin,2024,Persons,before age 50,0.8353,120,Diagnosis
1018,Melanoma of the skin,2024,Persons,before age 60,1.7043,59,Diagnosis
1020,Melanoma of the skin,2024,Persons,before age 70,3.087,32,Diagnosis
1022,Melanoma of the skin,2024,Persons,before age 80,5.0767,20,Diagnosis
1024,Melanoma of the skin,2024,Persons,before age 90,6.6491,15,Diagnosis
1027,Non-melanoma skin cancer (rare types),2007,Males,before age 10,0.0,. .,Diagnosis
1029,Non-melanoma skin cancer (rare types),2007,Males,before age 20,0.0,. .,Diagnosis
1031,Non-melanoma skin cancer (rare types),2007,Males,before age 30,0.002,n.p.,Diagnosis
1033,Non-melanoma skin cancer (rare types),2007,Males,before age 40,0.0046,n.p.,Diagnosis
1035,Non-melanoma skin cancer (rare types),2007,Males,before age 50,0.02,"5,000",Diagnosis
1037,Non-melanoma skin cancer (rare types),2007,Males,before age 60,0.0603,"1,658",Diagnosis
1039,Non-melanoma skin cancer (rare types),2007,Males,before age 70,0.1231,812,Diagnosis
1041,Non-melanoma skin cancer (rare types),2007,Males,before age 80,0.2688,372,Diagnosis
1043,Non-melanoma skin cancer (rare types),2007,Males,before age 90,0.4704,213,Diagnosis
1046,Non-melanoma skin cancer (rare types),2007,Females,before age 10,0.0,. .,Diagnosis
1048,Non-melanoma skin cancer (rare types),2007,Females,before age 20,0.0,. .,Diagnosis
1050,Non-melanoma skin cancer (rare types),2007,Females,before age 30,0.0014,n.p.,Diagnosis
1052,Non-melanoma skin cancer (rare types),2007,Females,before age 40,0.0046,n.p.,Diagnosis
1054,Non-melanoma skin cancer (rare types),2007,Females,before age 50,0.0117,n.p.,Diagnosis
1056,Non-melanoma skin cancer (rare types),2007,Females,before age 60,0.0293,"3,413",Diagnosis
1058,Non-melanoma skin cancer (rare types),2007,Females,before age 70,0.0598,"1,673",Diagnosis
1060,Non-melanoma skin cancer (rare types),2007,Females,before age 80,0.1387,721,Diagnosis
1062,Non-melanoma skin cancer (rare types),2007,Females,before age 90,0.2516,397,Diagnosis
1065,Non-melanoma skin cancer (rare types),2007,Persons,before age 10,0.0,. .,Diagnosis
1067,Non-melanoma skin cancer (rare types),2007,Persons,before age 20,0.0,. .,Diagnosis
1069,Non-melanoma skin cancer (rare types),2007,Persons,before age 30,0.0017,n.p.,Diagnosis
1071,Non-melanoma skin cancer (rare types),2007,Persons,before age 40,0.0046,n.p.,Diagnosis
1073,Non-melanoma skin cancer (rare types),2007,Persons,before age 50,0.0158,"6,311",Diagnosis
1075,Non-melanoma skin cancer (rare types),2007,Persons,before age 60,0.0449,"2,225",Diagnosis
1077,Non-melanoma skin cancer (rare types),2007,Persons,before age 70,0.092,"1,086",Diagnosis
1079,Non-melanoma skin cancer (rare types),2007,Persons,before age 80,0.2047,489,Diagnosis
1081,Non-melanoma skin cancer (rare types),2007,Persons,before age 90,0.3581,279,Diagnosis
1084,Non-melanoma skin cancer (rare types),2008,Males,before age 10,0.0007,n.p.,Diagnosis
1086,Non-melanoma skin cancer (rare types),2008,Males,before age 20,0.0007,n.p.,Diagnosis
1088,Non-melanoma skin cancer (rare types),2008,Males,before age 30,0.002,n.p.,Diagnosis
1090,Non-melanoma skin cancer (rare types),2008,Males,before age 40,0.0084,n.p.,Diagnosis
1092,Non-melanoma skin cancer (rare types),2008,Males,before age 50,0.0179,"5,574",Diagnosis
1094,Non-melanoma skin cancer (rare types),2008,Males,before age 60,0.0518,"1,932",Diagnosis
1096,Non-melanoma skin cancer (rare types),2008,Males,before age 70,0.1096,912,Diagnosis
1098,Non-melanoma skin cancer (rare types),2008,Males,before age 80,0.269,372,Diagnosis
1100,Non-melanoma skin cancer (rare types),2008,Males,before age 90,0.4509,222,Diagnosis
1103,Non-melanoma skin cancer (rare types),2008,Females,before age 10,0.0,. .,Diagnosis
1105,Non-melanoma skin cancer (rare types),2008,Females,before age 20,0.0,. .,Diagnosis
1107,Non-melanoma skin cancer (rare types),2008,Females,before age 30,0.0007,n.p.,Diagnosis
1109,Non-melanoma skin cancer (rare types),2008,Females,before age 40,0.0038,n.p.,Diagnosis
1111,Non-melanoma skin cancer (rare types),2008,Females,before age 50,0.0089,n.p.,Diagnosis
1113,Non-melanoma skin cancer (rare types),2008,Females,before age 60,0.019,"5,276",Diagnosis
1115,Non-melanoma skin cancer (rare types),2008,Females,before age 70,0.0598,"1,674",Diagnosis
1117,Non-melanoma skin cancer (rare types),2008,Females,before age 80,0.1348,742,Diagnosis
1119,Non-melanoma skin cancer (rare types),2008,Females,before age 90,0.2571,389,Diagnosis
1122,Non-melanoma skin cancer (rare types),2008,Persons,before age 10,0.0004,n.p.,Diagnosis
1124,Non-melanoma skin cancer (rare types),2008,Persons,before age 20,0.0004,n.p.,Diagnosis
1126,Non-melanoma skin cancer (rare types),2008,Persons,before age 30,0.0013,n.p.,Diagnosis
1128,Non-melanoma skin cancer (rare types),2008,Persons,before age 40,0.0061,n.p.,Diagnosis
1130,Non-melanoma skin cancer (rare types),2008,Persons,before age 50,0.0134,"7,446",Diagnosis
1132,Non-melanoma skin cancer (rare types),2008,Persons,before age 60,0.0355,"2,816",Diagnosis
1134,Non-melanoma skin cancer (rare types),2008,Persons,before age 70,0.0851,"1,175",Diagnosis
1136,Non-melanoma skin cancer (rare types),2008,Persons,before age 80,0.2028,493,Diagnosis
1138,Non-melanoma skin cancer (rare types),2008,Persons,before age 90,0.3518,284,Diagnosis
1141,Non-melanoma skin cancer (rare types),2009,Males,before age 10,0.0007,n.p.,Diagnosis
1143,Non-melanoma skin cancer (rare types),2009,Males,before age 20,0.0007,n.p.,Diagnosis
1145,Non-melanoma skin cancer (rare types),2009,Males,before age 30,0.002,n.p.,Diagnosis
1147,Non-melanoma skin cancer (rare types),2009,Males,before age 40,0.0045,n.p.,Diagnosis
1149,Non-melanoma skin cancer (rare types),2009,Males,before age 50,0.0152,"6,571",Diagnosis
1151,Non-melanoma skin cancer (rare types),2009,Males,before age 60,0.0361,"2,774",Diagnosis
1153,Non-melanoma skin cancer (rare types),2009,Males,before age 70,0.1059,945,Diagnosis
1155,Non-melanoma skin cancer (rare types),2009,Males,before age 80,0.285,351,Diagnosis
1157,Non-melanoma skin cancer (rare types),2009,Males,before age 90,0.5215,192,Diagnosis
1160,Non-melanoma skin cancer (rare types),2009,Females,before age 10,0.0,. .,Diagnosis
1162,Non-melanoma skin cancer (rare types),2009,Females,before age 20,0.0007,n.p.,Diagnosis
1164,Non-melanoma skin cancer (rare types),2009,Females,before age 30,0.002,n.p.,Diagnosis
1166,Non-melanoma skin cancer (rare types),2009,Females,before age 40,0.0065,n.p.,Diagnosis
1168,Non-melanoma skin cancer (rare types),2009,Females,before age 50,0.0103,n.p.,Diagnosis
1170,Non-melanoma skin cancer (rare types),2009,Females,before age 60,0.0247,"4,054",Diagnosis
1172,Non-melanoma skin cancer (rare types),2009,Females,before age 70,0.053,"1,887",Diagnosis
1174,Non-melanoma skin cancer (rare types),2009,Females,before age 80,0.1261,793,Diagnosis
1176,Non-melanoma skin cancer (rare types),2009,Females,before age 90,0.2674,374,Diagnosis
1179,Non-melanoma skin cancer (rare types),2009,Persons,before age 10,0.0004,n.p.,Diagnosis
1181,Non-melanoma skin cancer (rare types),2009,Persons,before age 20,0.0007,n.p.,Diagnosis
1183,Non-melanoma skin cancer (rare types),2009,Persons,before age 30,0.002,n.p.,Diagnosis
1185,Non-melanoma skin cancer (rare types),2009,Persons,before age 40,0.0055,n.p.,Diagnosis
1187,Non-melanoma skin cancer (rare types),2009,Persons,before age 50,0.0127,"7,852",Diagnosis
1189,Non-melanoma skin cancer (rare types),2009,Persons,before age 60,0.0304,"3,293",Diagnosis
1191,Non-melanoma skin cancer (rare types),2009,Persons,before age 70,0.08,"1,250",Diagnosis
1193,Non-melanoma skin cancer (rare types),2009,Persons,before age 80,0.2068,484,Diagnosis
1195,Non-melanoma skin cancer (rare types),2009,Persons,before age 90,0.3918,255,Diagnosis
1198,Non-melanoma skin cancer (rare types),2010,Males,before age 10,0.0,. .,Diagnosis
1200,Non-melanoma skin cancer (rare types),2010,Males,before age 20,0.0007,n.p.,Diagnosis
1202,Non-melanoma skin cancer (rare types),2010,Males,before age 30,0.0013,n.p.,Diagnosis
1204,Non-melanoma skin cancer (rare types),2010,Males,before age 40,0.0081,n.p.,Diagnosis
1206,Non-melanoma skin cancer (rare types),2010,Males,before age 50,0.0188,"5,321",Diagnosis
1208,Non-melanoma skin cancer (rare types),2010,Males,before age 60,0.0361,"2,774",Diagnosis
1210,Non-melanoma skin cancer (rare types),2010,Males,before age 70,0.1195,837,Diagnosis
1212,Non-melanoma skin cancer (rare types),2010,Males,before age 80,0.2848,351,Diagnosis
1214,Non-melanoma skin cancer (rare types),2010,Males,before age 90,0.4695,213,Diagnosis
1217,Non-melanoma skin cancer (rare types),2010,Females,before age 10,0.0,. .,Diagnosis
1219,Non-melanoma skin cancer (rare types),2010,Females,before age 20,0.0007,n.p.,Diagnosis
1221,Non-melanoma skin cancer (rare types),2010,Females,before age 30,0.0032,n.p.,Diagnosis
1223,Non-melanoma skin cancer (rare types),2010,Females,before age 40,0.007,n.p.,Diagnosis
1225,Non-melanoma skin cancer (rare types),2010,Females,before age 50,0.0151,"6,619",Diagnosis
1227,Non-melanoma skin cancer (rare types),2010,Females,before age 60,0.0297,"3,371",Diagnosis
1229,Non-melanoma skin cancer (rare types),2010,Females,before age 70,0.0596,"1,679",Diagnosis
1231,Non-melanoma skin cancer (rare types),2010,Females,before age 80,0.1348,742,Diagnosis
1233,Non-melanoma skin cancer (rare types),2010,Females,before age 90,0.2639,379,Diagnosis
1236,Non-melanoma skin cancer (rare types),2010,Persons,before age 10,0.0,. .,Diagnosis
1238,Non-melanoma skin cancer (rare types),2010,Persons,before age 20,0.0007,n.p.,Diagnosis
1240,Non-melanoma skin cancer (rare types),2010,Persons,before age 30,0.0022,n.p.,Diagnosis
1242,Non-melanoma skin cancer (rare types),2010,Persons,before age 40,0.0075,"13,308",Diagnosis
1244,Non-melanoma skin cancer (rare types),2010,Persons,before age 50,0.0169,"5,908",Diagnosis
1246,Non-melanoma skin cancer (rare types),2010,Persons,before age 60,0.0328,"3,045",Diagnosis
1248,Non-melanoma skin cancer (rare types),2010,Persons,before age 70,0.0902,"1,108",Diagnosis
1250,Non-melanoma skin cancer (rare types),2010,Persons,before age 80,0.2109,474,Diagnosis
1252,Non-melanoma skin cancer (rare types),2010,Persons,before age 90,0.3659,273,Diagnosis
1255,Non-melanoma skin cancer (rare types),2011,Males,before age 10,0.0,. .,Diagnosis
1257,Non-melanoma skin cancer (rare types),2011,Males,before age 20,0.0,. .,Diagnosis
1259,Non-melanoma skin cancer (rare types),2011,Males,before age 30,0.0018,n.p.,Diagnosis
1261,Non-melanoma skin cancer (rare types),2011,Males,before age 40,0.0043,n.p.,Diagnosis
1263,Non-melanoma skin cancer (rare types),2011,Males,before age 50,0.0149,"6,721",Diagnosis
1265,Non-melanoma skin cancer (rare types),2011,Males,before age 60,0.0402,"2,490",Diagnosis
1267,Non-melanoma skin cancer (rare types),2011,Males,before age 70,0.1171,854,Diagnosis
1269,Non-melanoma skin cancer (rare types),2011,Males,before age 80,0.2852,351,Diagnosis
1271,Non-melanoma skin cancer (rare types),2011,Males,before age 90,0.4874,205,Diagnosis
1274,Non-melanoma skin cancer (rare types),2011,Females,before age 10,0.0,. .,Diagnosis
1276,Non-melanoma skin cancer (rare types),2011,Females,before age 20,0.0,. .,Diagnosis
1278,Non-melanoma skin cancer (rare types),2011,Females,before age 30,0.0,. .,Diagnosis
1280,Non-melanoma skin cancer (rare types),2011,Females,before age 40,0.0019,n.p.,Diagnosis
1282,Non-melanoma skin cancer (rare types),2011,Females,before age 50,0.0056,n.p.,Diagnosis
1284,Non-melanoma skin cancer (rare types),2011,Females,before age 60,0.0207,"4,831",Diagnosis
1286,Non-melanoma skin cancer (rare types),2011,Females,before age 70,0.0498,"2,008",Diagnosis
1288,Non-melanoma skin cancer (rare types),2011,Females,before age 80,0.1349,742,Diagnosis
1290,Non-melanoma skin cancer (rare types),2011,Females,before age 90,0.2395,418,Diagnosis
1293,Non-melanoma skin cancer (rare types),2011,Persons,before age 10,0.0,. .,Diagnosis
1295,Non-melanoma skin cancer (rare types),2011,Persons,before age 20,0.0,. .,Diagnosis
1297,Non-melanoma skin cancer (rare types),2011,Persons,before age 30,0.0009,n.p.,Diagnosis
1299,Non-melanoma skin cancer (rare types),2011,Persons,before age 40,0.0031,n.p.,Diagnosis
1301,Non-melanoma skin cancer (rare types),2011,Persons,before age 50,0.0103,"9,746",Diagnosis
1303,Non-melanoma skin cancer (rare types),2011,Persons,before age 60,0.0305,"3,283",Diagnosis
1305,Non-melanoma skin cancer (rare types),2011,Persons,before age 70,0.0841,"1,189",Diagnosis
1307,Non-melanoma skin cancer (rare types),2011,Persons,before age 80,0.2111,474,Diagnosis
1309,Non-melanoma skin cancer (rare types),2011,Persons,before age 90,0.3611,277,Diagnosis
1312,Non-melanoma skin cancer (rare types),2012,Males,before age 10,0.0,. .,Diagnosis
1314,Non-melanoma skin cancer (rare types),2012,Males,before age 20,0.0007,n.p.,Diagnosis
1316,Non-melanoma skin cancer (rare types),2012,Males,before age 30,0.0031,n.p.,Diagnosis
1318,Non-melanoma skin cancer (rare types),2012,Males,before age 40,0.0049,n.p.,Diagnosis
1320,Non-melanoma skin cancer (rare types),2012,Males,before age 50,0.0131,"7,661",Diagnosis
1322,Non-melanoma skin cancer (rare types),2012,Males,before age 60,0.0448,"2,232",Diagnosis
1324,Non-melanoma skin cancer (rare types),2012,Males,before age 70,0.117,855,Diagnosis
1326,Non-melanoma skin cancer (rare types),2012,Males,before age 80,0.3079,325,Diagnosis
1328,Non-melanoma skin cancer (rare types),2012,Males,before age 90,0.4966,201,Diagnosis
1331,Non-melanoma skin cancer (rare types),2012,Females,before age 10,0.0,. .,Diagnosis
1333,Non-melanoma skin cancer (rare types),2012,Females,before age 20,0.0007,n.p.,Diagnosis
1335,Non-melanoma skin cancer (rare types),2012,Females,before age 30,0.0019,n.p.,Diagnosis
1337,Non-melanoma skin cancer (rare types),2012,Females,before age 40,0.0026,n.p.,Diagnosis
1339,Non-melanoma skin cancer (rare types),2012,Females,before age 50,0.0095,n.p.,Diagnosis
1341,Non-melanoma skin cancer (rare types),2012,Females,before age 60,0.0263,"3,809",Diagnosis
1343,Non-melanoma skin cancer (rare types),2012,Females,before age 70,0.0593,"1,685",Diagnosis
1345,Non-melanoma skin cancer (rare types),2012,Females,before age 80,0.1365,733,Diagnosis
1347,Non-melanoma skin cancer (rare types),2012,Females,before age 90,0.2796,358,Diagnosis
1350,Non-melanoma skin cancer (rare types),2012,Persons,before age 10,0.0,. .,Diagnosis
1352,Non-melanoma skin cancer (rare types),2012,Persons,before age 20,0.0007,n.p.,Diagnosis
1354,Non-melanoma skin cancer (rare types),2012,Persons,before age 30,0.0025,n.p.,Diagnosis
1356,Non-melanoma skin cancer (rare types),2012,Persons,before age 40,0.0038,n.p.,Diagnosis
1358,Non-melanoma skin cancer (rare types),2012,Persons,before age 50,0.0113,"8,873",Diagnosis
1360,Non-melanoma skin cancer (rare types),2012,Persons,before age 60,0.0356,"2,813",Diagnosis
1362,Non-melanoma skin cancer (rare types),2012,Persons,before age 70,0.0886,"1,129",Diagnosis
1364,Non-melanoma skin cancer (rare types),2012,Persons,before age 80,0.2231,448,Diagnosis
1366,Non-melanoma skin cancer (rare types),2012,Persons,before age 90,0.3871,258,Diagnosis
1369,Non-melanoma skin cancer (rare types),2013,Males,before age 10,0.0007,n.p.,Diagnosis
1371,Non-melanoma skin cancer (rare types),2013,Males,before age 20,0.0014,n.p.,Diagnosis
1373,Non-melanoma skin cancer (rare types),2013,Males,before age 30,0.0025,n.p.,Diagnosis
1375,Non-melanoma skin cancer (rare types),2013,Males,before age 40,0.0094,n.p.,Diagnosis
1377,Non-melanoma skin cancer (rare types),2013,Males,before age 50,0.0212,"4,718",Diagnosis
1379,Non-melanoma skin cancer (rare types),2013,Males,before age 60,0.0547,"1,827",Diagnosis
1381,Non-melanoma skin cancer (rare types),2013,Males,before age 70,0.1401,714,Diagnosis
1383,Non-melanoma skin cancer (rare types),2013,Males,before age 80,0.3079,325,Diagnosis
1385,Non-melanoma skin cancer (rare types),2013,Males,before age 90,0.5864,171,Diagnosis
1388,Non-melanoma skin cancer (rare types),2013,Females,before age 10,0.0,. .,Diagnosis
1390,Non-melanoma skin cancer (rare types),2013,Females,before age 20,0.0,. .,Diagnosis
1392,Non-melanoma skin cancer (rare types),2013,Females,before age 30,0.0006,n.p.,Diagnosis
1394,Non-melanoma skin cancer (rare types),2013,Females,before age 40,0.0031,n.p.,Diagnosis
1396,Non-melanoma skin cancer (rare types),2013,Females,before age 50,0.0104,n.p.,Diagnosis
1398,Non-melanoma skin cancer (rare types),2013,Females,before age 60,0.0248,"4,031",Diagnosis
1400,Non-melanoma skin cancer (rare types),2013,Females,before age 70,0.056,"1,786",Diagnosis
1402,Non-melanoma skin cancer (rare types),2013,Females,before age 80,0.1428,700,Diagnosis
1404,Non-melanoma skin cancer (rare types),2013,Females,before age 90,0.2618,382,Diagnosis
1407,Non-melanoma skin cancer (rare types),2013,Persons,before age 10,0.0003,n.p.,Diagnosis
1409,Non-melanoma skin cancer (rare types),2013,Persons,before age 20,0.0007,n.p.,Diagnosis
1411,Non-melanoma skin cancer (rare types),2013,Persons,before age 30,0.0016,n.p.,Diagnosis
1413,Non-melanoma skin cancer (rare types),2013,Persons,before age 40,0.0063,"15,954",Diagnosis
1415,Non-melanoma skin cancer (rare types),2013,Persons,before age 50,0.0158,"6,325",Diagnosis
1417,Non-melanoma skin cancer (rare types),2013,Persons,before age 60,0.0398,"2,513",Diagnosis
1419,Non-melanoma skin cancer (rare types),2013,Persons,before age 70,0.0986,"1,014",Diagnosis
1421,Non-melanoma skin cancer (rare types),2013,Persons,before age 80,0.2267,441,Diagnosis
1423,Non-melanoma skin cancer (rare types),2013,Persons,before age 90,0.4219,237,Diagnosis
1426,Non-melanoma skin cancer (rare types),2014,Males,before age 10,0.0,. .,Diagnosis
1428,Non-melanoma skin cancer (rare types),2014,Males,before age 20,0.0,. .,Diagnosis
1430,Non-melanoma skin cancer (rare types),2014,Males,before age 30,0.0011,n.p.,Diagnosis
1432,Non-melanoma skin cancer (rare types),2014,Males,before age 40,0.0055,n.p.,Diagnosis
1434,Non-melanoma skin cancer (rare types),2014,Males,before age 50,0.0204,"4,902",Diagnosis
1436,Non-melanoma skin cancer (rare types),2014,Males,before age 60,0.0524,"1,908",Diagnosis
1438,Non-melanoma skin cancer (rare types),2014,Males,before age 70,0.1332,751,Diagnosis
1440,Non-melanoma skin cancer (rare types),2014,Males,before age 80,0.3221,310,Diagnosis
1442,Non-melanoma skin cancer (rare types),2014,Males,before age 90,0.5563,180,Diagnosis
1445,Non-melanoma skin cancer (rare types),2014,Females,before age 10,0.0,. .,Diagnosis
1447,Non-melanoma skin cancer (rare types),2014,Females,before age 20,0.0007,n.p.,Diagnosis
